,state,county,total_population
2804,Virginia,Buchanan,23158.0
2805,Virginia,Buckingham,17030.0
2806,Virginia,Campbell,55061.0
2807,Virginia,Caroline,29640.0
2808,Virginia,Carroll,29733.0
2809,Virginia,Charles City,7086.0
2810,Virginia,Charlotte,12232.0
2811,Virginia,Chesterfield,331839.0
2812,Virginia,Clarke,14307.0
2813,Virginia,Craig,5195.0
2814,Virginia,Culpeper,48952.0
2815,Virginia,Cumberland,9769.0
2816,Virginia,Dickenson,15304.0
2817,Virginia,Dinwiddie,28155.0
2818,Virginia,Essex,11130.0
2819,Virginia,Fairfax,1132887.0
2820,Virginia,Fauquier,68025.0
2821,Virginia,Floyd,15587.0
2822,Virginia,Fluvanna,26046.0
2823,Virginia,Franklin,56230.0
2824,Virginia,Frederick,82321.0
2825,Virginia,Giles,16871.0
2826,Virginia,Gloucester,37021.0
2827,Virginia,Goochland,21979.0
2828,Virginia,Grayson,15180.0
2829,Virginia,Greene,19085.0
2830,Virginia,Greensville,11698.0
2831,Virginia,Halifax,35305.0
2832,Virginia,Hanover,102199.0
2833,Virginia,Henrico,321921.0
2834,Virginia,Henry,52209.0
2835,Virginia,Highland,2230.0
2836,Virginia,Isle of Wight,36027.0
2837,Virginia,James City,71900.0
2838,Virginia,King and Queen,7140.0
2839,Virginia,King George,25260.0
2840,Virginia,King William,16156.0
2841,Virginia,Lancaster,11055.0
2842,Virginia,Lee,24911.0
2843,Virginia,Loudoun,362435.0
2844,Virginia,Louisa,34350.0
2845,Virginia,Lunenburg,12450.0
2846,Virginia,Madison,13122.0
2847,Virginia,Mathews,8848.0
2848,Virginia,Mecklenburg,31209.0
2849,Virginia,Middlesex,10728.0
2850,Virginia,Montgomery,97227.0
2851,Virginia,Nelson,14831.0
2852,Virginia,New Kent,20051.0
2853,Virginia,Northampton,12118.0
2854,Virginia,Northumberland,12272.0
2855,Virginia,Nottoway,15641.0
2856,Virginia,Orange,34873.0
2857,Virginia,Page,23759.0
2858,Virginia,Patrick,18180.0
2859,Virginia,Pittsylvania,62392.0
2860,Virginia,Powhatan,28286.0
2861,Virginia,Prince Edward,23077.0
2862,Virginia,Prince George,37664.0
2863,Virginia,Prince William,443630.0
2864,Virginia,Pulaski,34417.0
2865,Virginia,Rappahannock,7416.0
2866,Virginia,Richmond,8868.0
2867,Virginia,Roanoke,93655.0
2868,Virginia,Rockbridge,22450.0
2869,Virginia,Rockingham,78427.0
2870,Virginia,Russell,27973.0
2871,Virginia,Scott,22378.0
2872,Virginia,Shenandoah,42857.0
2873,Virginia,Smyth,31513.0
2874,Virginia,Southampton,18291.0
2875,Virginia,Spotsylvania,129181.0
2876,Virginia,Stafford,139548.0
2877,Virginia,Surry,6731.0
2878,Virginia,Sussex,11733.0
2879,Virginia,Tazewell,43367.0
2880,Virginia,Warren,38807.0
2881,Virginia,Washington,54562.0
2882,Virginia,Westmoreland,17528.0
2883,Virginia,Wise,40074.0
2884,Virginia,Wythe,29171.0
2885,Virginia,York,66919.0
2886,Virginia,Alexandria,151473.0
2888,Virginia,Bristol,17340.0
2889,Virginia,Buena Vista,6610.0
2890,Virginia,Charlottesville,45538.0
2891,Virginia,Chesapeake,233194.0
2892,Virginia,Colonial Heights,17554.0
2893,Virginia,Covington,5650.0
2894,Virginia,Danville,42360.0
2895,Virginia,Emporia,5565.0
2896,Virginia,Fairfax,23620.0
2897,Virginia,Falls Church,13597.0
2898,Virginia,Franklin,8413.0
2899,Virginia,Fredericksburg,27853.0
2900,Virginia,Galax,6858.0
2901,Virginia,Hampton,136789.0
2902,Virginia,Harrisonburg,51979.0
2903,Virginia,Hopewell,22332.0
2904,Virginia,Lexington,7036.0
2905,Virginia,Lynchburg,78755.0
2906,Virginia,Manassas,41149.0
2907,Virginia,Manassas Park,15827.0
2908,Virginia,Martinsville,13551.0
2909,Virginia,Newport News,181606.0
2910,Virginia,Norfolk,245724.0
2911,Virginia,Norton,3978.0
2912,Virginia,Petersburg,31997.0
2913,Virginia,Poquoson,12068.0
2914,Virginia,Portsmouth,96071.0
2915,Virginia,Radford,17186.0
2916,Virginia,Richmond,216773.0
2917,Virginia,Roanoke,99329.0
2918,Virginia,Salem,25290.0
2919,Virginia,Staunton,24234.0
2920,Virginia,Suffolk,87061.0
2921,Virginia,Virginia Beach,449733.0
2922,Virginia,Waynesboro,21366.0
2923,Virginia,Williamsburg,14988.0
2924,Virginia,Winchester,27349.0
2925,Washington,Adams,19100.0
2926,Washington,Asotin,22113.0
2927,Washington,Benton,187519.0
2928,Washington,Chelan,74761.0
2929,Washington,Clallam,72969.0
2930,Washington,Clark,450893.0
2931,Washington,Columbia,3971.0
2932,Washington,Cowlitz,102854.0
2933,Washington,Douglas,40101.0
2934,Washington,Ferry,7639.0
2935,Washington,Franklin,87810.0
2936,Washington,Garfield,2231.0
2937,Washington,Grant,92530.0
2938,Washington,Grays Harbor,71233.0
2939,Washington,Island,80113.0
2940,Washington,Jefferson,30333.0
2941,Washington,King,2079550.0
2942,Washington,Kitsap,257488.0
2943,Washington,Kittitas,42785.0
2944,Washington,Klickitat,20930.0
2945,Washington,Lewis,75724.0
2946,Washington,Lincoln,10326.0
2947,Washington,Mason,61060.0
2948,Washington,Okanogan,41299.0
2949,Washington,Pacific,20743.0
2950,Washington,Pend Oreille,13001.0
2951,Washington,Pierce,832896.0
2952,Washington,San Juan,16056.0
2953,Washington,Skagit,120475.0
2954,Washington,Skamania,11316.0
2955,Washington,Snohomish,758649.0
2956,Washington,Spokane,485859.0
2957,Washington,Stevens,43744.0
2958,Washington,Thurston,266311.0
2959,Washington,Wahkiakum,4051.0
2960,Washington,Walla Walla,59809.0
2961,Washington,Whatcom,209729.0
2962,Washington,Whitman,47494.0
2963,Washington,Yakima,247681.0
2964,West Virginia,Barbour,16892.0
2965,West Virginia,Berkeley,110173.0
2966,West Virginia,Boone,23645.0
2967,West Virginia,Braxton,14463.0
2968,West Virginia,Brooke,23473.0
2969,West Virginia,Cabell,96623.0
2970,West Virginia,Calhoun,7482.0
2971,West Virginia,Clay,9033.0
2972,West Virginia,Doddridge,8363.0
2973,West Virginia,Fayette,45192.0
2974,West Virginia,Gilmer,8497.0
2975,West Virginia,Grant,11770.0
2976,West Virginia,Greenbrier,35580.0
2977,West Virginia,Hampshire,23455.0
2978,West Virginia,Hancock,30024.0
2979,West Virginia,Hardy,13942.0
2980,West Virginia,Harrison,68775.0
2981,West Virginia,Jackson,29199.0
2982,West Virginia,Jefferson,55531.0
2983,West Virginia,Kanawha,189636.0
2984,West Virginia,Lewis,16422.0
2985,West Virginia,Lincoln,21482.0
2986,West Virginia,Logan,35166.0
2987,West Virginia,McDowell,20273.0
2988,West Virginia,Marion,56716.0
2989,West Virginia,Marshall,32296.0
2990,West Virginia,Mason,27060.0
2991,West Virginia,Mercer,61476.0
2992,West Virginia,Mineral,27606.0
2993,West Virginia,Mingo,25549.0
2994,West Virginia,Monongalia,102827.0
2995,West Virginia,Monroe,13496.0
2996,West Virginia,Morgan,17514.0
2997,West Virginia,Nicholas,25743.0
2998,West Virginia,Ohio,43257.0
2999,West Virginia,Pendleton,7291.0
3000,West Virginia,Pleasants,7612.0
3001,West Virginia,Pocahontas,8620.0
3002,West Virginia,Preston,33793.0
3003,West Virginia,Putnam,56743.0
3004,West Virginia,Raleigh,78051.0
3005,West Virginia,Randolph,29287.0
3006,West Virginia,Ritchie,10044.0
3007,West Virginia,Roane,14513.0
3008,West Virginia,Summers,13325.0
3009,West Virginia,Taylor,16949.0
3010,West Virginia,Tucker,6922.0
3011,West Virginia,Tyler,9000.0
3012,West Virginia,Upshur,24632.0
3013,West Virginia,Wayne,41237.0
3014,West Virginia,Webster,8820.0
3015,West Virginia,Wetzel,15997.0
3016,West Virginia,Wirt,5826.0
3017,West Virginia,Wood,86262.0
3018,West Virginia,Wyoming,22537.0
3019,Wisconsin,Adams,20294.0
3020,Wisconsin,Ashland,15936.0
3021,Wisconsin,Barron,45548.0
3022,Wisconsin,Bayfield,14987.0
3023,Wisconsin,Brown,256621.0
3024,Wisconsin,Buffalo,13256.0
3025,Wisconsin,Burnett,15259.0
3026,Wisconsin,Calumet,49653.0
3027,Wisconsin,Chippewa,63355.0
3028,Wisconsin,Clark,34486.0
3029,Wisconsin,Columbia,56650.0
3030,Wisconsin,Crawford,16415.0
3031,Wisconsin,Dane,516818.0
3032,Wisconsin,Dodge,88404.0
3033,Wisconsin,Door,27669.0
3034,Wisconsin,Douglas,43705.0
3035,Wisconsin,Dunn,44348.0
3036,Wisconsin,Eau Claire,101907.0
3037,Wisconsin,Florence,4474.0
3038,Wisconsin,Fond du Lac,101968.0
3039,Wisconsin,Forest,9108.0
3040,Wisconsin,Grant,51723.0
3041,Wisconsin,Green,37050.0
3042,Wisconsin,Green Lake,18881.0
3043,Wisconsin,Iowa,23751.0
3044,Wisconsin,Iron,5850.0
3045,Wisconsin,Jackson,20566.0
3046,Wisconsin,Jefferson,84538.0
3047,Wisconsin,Juneau,26399.0
3048,Wisconsin,Kenosha,167896.0
3049,Wisconsin,Kewaunee,20459.0
3050,Wisconsin,La Crosse,117538.0
3051,Wisconsin,Lafayette,16793.0
3052,Wisconsin,Langlade,19414.0
3053,Wisconsin,Lincoln,28171.0
3054,Wisconsin,Manitowoc,80178.0
3055,Wisconsin,Marathon,135367.0
3056,Wisconsin,Marinette,41090.0
3057,Wisconsin,Marquette,15082.0
3058,Wisconsin,Menominee,4457.0
3059,Wisconsin,Milwaukee,955306.0
3060,Wisconsin,Monroe,45365.0
3061,Wisconsin,Oconto,37475.0
3062,Wisconsin,Oneida,35604.0
3063,Wisconsin,Outagamie,181799.0
3064,Wisconsin,Ozaukee,87625.0
3065,Wisconsin,Pepin,7349.0
3066,Wisconsin,Pierce,40881.0
3067,Wisconsin,Polk,43483.0
3068,Wisconsin,Portage,70551.0
3069,Wisconsin,Price,13707.0
3070,Wisconsin,Racine,194873.0
3071,Wisconsin,Richland,17642.0
3072,Wisconsin,Rock,160986.0
3073,Wisconsin,Rusk,14272.0
3074,Wisconsin,St. Croix,86726.0
3075,Wisconsin,Sauk,63317.0
3076,Wisconsin,Sawyer,16438.0
3077,Wisconsin,Shawano,41384.0
3078,Wisconsin,Sheboygan,115269.0
3079,Wisconsin,Taylor,20521.0
3080,Wisconsin,Trempealeau,29521.0
3081,Wisconsin,Vernon,30442.0
3082,Wisconsin,Vilas,21373.0
3083,Wisconsin,Walworth,103021.0
3084,Wisconsin,Washburn,15685.0
3085,Wisconsin,Washington,133422.0
3086,Wisconsin,Waukesha,395377.0
3087,Wisconsin,Waupaca,51974.0
3088,Wisconsin,Waushara,24238.0
3089,Wisconsin,Winnebago,169487.0
3090,Wisconsin,Wood,73621.0
3091,Wyoming,Albany,37836.0
3092,Wyoming,Big Horn,11931.0
3093,Wyoming,Campbell,48473.0
3094,Wyoming,Carbon,15696.0
3095,Wyoming,Converse,14223.0
3096,Wyoming,Crook,7284.0
3097,Wyoming,Fremont,40683.0
3098,Wyoming,Goshen,13546.0
3099,Wyoming,Hot Springs,4781.0
3100,Wyoming,Johnson,8572.0
3101,Wyoming,Laramie,96459.0
3102,Wyoming,Lincoln,18543.0
3103,Wyoming,Natrona,80871.0
3104,Wyoming,Niobrara,2498.0
3105,Wyoming,Park,29083.0
3106,Wyoming,Platte,8740.0
3107,Wyoming,Sheridan,29924.0
3108,Wyoming,Sublette,10032.0
3109,Wyoming,Sweetwater,44812.0
3110,Wyoming,Teton,22623.0
3111,Wyoming,Uinta,20893.0
3112,Wyoming,Washakie,8351.0
3113,Wyoming,Weston,7175.0
