,state,county,total_population
2042,Ohio,Greene,164325.0
2043,Ohio,Guernsey,39478.0
2044,Ohio,Hamilton,805965.0
2045,Ohio,Hancock,75672.0
2046,Ohio,Hardin,31652.0
2047,Ohio,Harrison,15521.0
2048,Ohio,Henry,27890.0
2049,Ohio,Highland,43109.0
2050,Ohio,Hocking,28690.0
2051,Ohio,Holmes,43702.0
2052,Ohio,Huron,58704.0
2053,Ohio,Jackson,32717.0
2054,Ohio,Jefferson,67607.0
2055,Ohio,Knox,60878.0
2056,Ohio,Lake,229266.0
2057,Ohio,Lawrence,61503.0
2058,Ohio,Licking,169762.0
2059,Ohio,Logan,45388.0
2060,Ohio,Lorain,304091.0
2061,Ohio,Lucas,434800.0
2062,Ohio,Madison,43537.0
2063,Ohio,Mahoning,233015.0
2064,Ohio,Marion,65620.0
2065,Ohio,Medina,175543.0
2066,Ohio,Meigs,23345.0
2067,Ohio,Mercer,40886.0
2068,Ohio,Miami,103864.0
2069,Ohio,Monroe,14442.0
2070,Ohio,Montgomery,532761.0
2071,Ohio,Morgan,14857.0
2072,Ohio,Morrow,35032.0
2073,Ohio,Muskingum,85991.0
2074,Ohio,Noble,14429.0
2075,Ohio,Ottawa,40981.0
2076,Ohio,Paulding,19057.0
2077,Ohio,Perry,35947.0
2078,Ohio,Pickaway,56804.0
2079,Ohio,Pike,28298.0
2080,Ohio,Portage,161796.0
2081,Ohio,Preble,41561.0
2082,Ohio,Putnam,34116.0
2083,Ohio,Richland,121888.0
2084,Ohio,Ross,77193.0
2085,Ohio,Sandusky,59870.0
2086,Ohio,Scioto,77366.0
2087,Ohio,Seneca,55711.0
2088,Ohio,Shelby,48949.0
2089,Ohio,Stark,374762.0
2090,Ohio,Summit,541372.0
2091,Ohio,Trumbull,204908.0
2092,Ohio,Tuscarawas,92579.0
2093,Ohio,Union,53955.0
2094,Ohio,Van Wert,28501.0
2095,Ohio,Vinton,13128.0
2096,Ohio,Warren,222184.0
2097,Ohio,Washington,61154.0
2098,Ohio,Wayne,115747.0
2099,Ohio,Williams,37270.0
2100,Ohio,Wood,129418.0
2101,Ohio,Wyandot,22359.0
2102,Oklahoma,Adair,22161.0
2103,Oklahoma,Alfalfa,5784.0
2104,Oklahoma,Atoka,13847.0
2105,Oklahoma,Beaver,5479.0
2106,Oklahoma,Beckham,23290.0
2107,Oklahoma,Blaine,9777.0
2108,Oklahoma,Bryan,44529.0
2109,Oklahoma,Caddo,29510.0
2110,Oklahoma,Canadian,129571.0
2111,Oklahoma,Carter,48530.0
2112,Oklahoma,Cherokee,48267.0
2113,Oklahoma,Choctaw,15051.0
2114,Oklahoma,Cimarron,2269.0
2115,Oklahoma,Cleveland,271818.0
2116,Oklahoma,Coal,5755.0
2117,Oklahoma,Comanche,124583.0
2118,Oklahoma,Cotton,6062.0
2119,Oklahoma,Craig,14683.0
2120,Oklahoma,Creek,70931.0
2121,Oklahoma,Custer,29248.0
2122,Oklahoma,Delaware,41433.0
2123,Oklahoma,Dewey,4862.0
2124,Oklahoma,Ellis,4123.0
2125,Oklahoma,Garfield,62481.0
2126,Oklahoma,Garvin,27570.0
2127,Oklahoma,Grady,53955.0
2128,Oklahoma,Grant,4497.0
2129,Oklahoma,Greer,6081.0
2130,Oklahoma,Harmon,2813.0
2131,Oklahoma,Harper,3785.0
2132,Oklahoma,Haskell,12835.0
2133,Oklahoma,Hughes,13727.0
2134,Oklahoma,Jackson,25864.0
2135,Oklahoma,Jefferson,6280.0
2136,Oklahoma,Johnston,11027.0
2137,Oklahoma,Kay,45398.0
2138,Oklahoma,Kingfisher,15392.0
2139,Oklahoma,Kiowa,9239.0
2140,Oklahoma,Latimer,10643.0
2141,Oklahoma,Le Flore,49885.0
2142,Oklahoma,Lincoln,34640.0
2143,Oklahoma,Logan,45171.0
2144,Oklahoma,Love,9768.0
2145,Oklahoma,McClain,37222.0
2146,Oklahoma,McCurtain,33071.0
2147,Oklahoma,McIntosh,20161.0
2148,Oklahoma,Major,7721.0
2149,Oklahoma,Marshall,16079.0
2150,Oklahoma,Mayes,40923.0
2151,Oklahoma,Murray,13792.0
2152,Oklahoma,Muskogee,69939.0
2153,Oklahoma,Noble,11470.0
2154,Oklahoma,Nowata,10510.0
2155,Oklahoma,Okfuskee,12212.0
2156,Oklahoma,Oklahoma,764698.0
2157,Oklahoma,Okmulgee,39322.0
2158,Oklahoma,Osage,47923.0
2159,Oklahoma,Ottawa,32022.0
2160,Oklahoma,Pawnee,16444.0
2161,Oklahoma,Payne,79953.0
2162,Oklahoma,Pittsburg,44643.0
2163,Oklahoma,Pontotoc,38213.0
2164,Oklahoma,Pottawatomie,71551.0
2165,Oklahoma,Pushmataha,11149.0
2166,Oklahoma,Roger Mills,3732.0
2167,Oklahoma,Rogers,89970.0
2168,Oklahoma,Seminole,25403.0
2169,Oklahoma,Sequoyah,41344.0
2170,Oklahoma,Stephens,44631.0
2171,Oklahoma,Texas,21499.0
2172,Oklahoma,Tillman,7611.0
2173,Oklahoma,Tulsa,629823.0
2174,Oklahoma,Wagoner,76190.0
2175,Oklahoma,Washington,51892.0
2176,Oklahoma,Washita,11626.0
2177,Oklahoma,Woods,9125.0
2178,Oklahoma,Woodward,21111.0
2179,Oregon,Baker,16030.0
2180,Oregon,Benton,87455.0
2181,Oregon,Clackamas,394967.0
2182,Oregon,Clatsop,37660.0
2183,Oregon,Columbia,49645.0
2184,Oregon,Coos,62944.0
2185,Oregon,Crook,21334.0
2186,Oregon,Curry,22364.0
2187,Oregon,Deschutes,170813.0
2188,Oregon,Douglas,107375.0
2189,Oregon,Gilliam,1913.0
2190,Oregon,Grant,7227.0
2191,Oregon,Harney,7214.0
2192,Oregon,Hood River,22842.0
2193,Oregon,Jackson,210916.0
2194,Oregon,Jefferson,22305.0
2195,Oregon,Josephine,84063.0
2196,Oregon,Klamath,65946.0
2197,Oregon,Lake,7799.0
2198,Oregon,Lane,360273.0
2199,Oregon,Lincoln,46685.0
2200,Oregon,Linn,119862.0
2201,Oregon,Malheur,30474.0
2202,Oregon,Marion,326527.0
2203,Oregon,Morrow,11207.0
2204,Oregon,Multnomah,778193.0
2205,Oregon,Polk,78470.0
2206,Oregon,Sherman,1705.0
2207,Oregon,Tillamook,25552.0
2208,Oregon,Umatilla,76582.0
2209,Oregon,Union,25758.0
2210,Oregon,Wallowa,6836.0
2211,Oregon,Wasco,25657.0
2212,Oregon,Washington,564088.0
2213,Oregon,Wheeler,1369.0
2214,Oregon,Yamhill,102217.0
2215,Pennsylvania,Adams,101759.0
2216,Pennsylvania,Allegheny,1230360.0
2217,Pennsylvania,Armstrong,67512.0
2218,Pennsylvania,Beaver,169205.0
2219,Pennsylvania,Bedford,48852.0
2220,Pennsylvania,Berks,414097.0
2221,Pennsylvania,Blair,125917.0
2222,Pennsylvania,Bradford,61808.0
2223,Pennsylvania,Bucks,626220.0
2224,Pennsylvania,Butler,185974.0
2225,Pennsylvania,Cambria,137762.0
2226,Pennsylvania,Cameron,4807.0
2227,Pennsylvania,Carbon,64330.0
2228,Pennsylvania,Centre,159178.0
2229,Pennsylvania,Chester,512028.0
2230,Pennsylvania,Clarion,38939.0
2231,Pennsylvania,Clearfield,81170.0
2232,Pennsylvania,Clinton,39536.0
2233,Pennsylvania,Columbia,66772.0
2234,Pennsylvania,Crawford,87027.0
2235,Pennsylvania,Cumberland,243838.0
2236,Pennsylvania,Dauphin,271962.0
2237,Pennsylvania,Delaware,562316.0
2238,Pennsylvania,Elk,31111.0
2239,Pennsylvania,Erie,279133.0
2240,Pennsylvania,Fayette,134229.0
2241,Pennsylvania,Forest,7493.0
2242,Pennsylvania,Franklin,152707.0
2243,Pennsylvania,Fulton,14653.0
2244,Pennsylvania,Greene,37669.0
2245,Pennsylvania,Huntingdon,45844.0
2246,Pennsylvania,Indiana,87491.0
2247,Pennsylvania,Jefferson,44575.0
2248,Pennsylvania,Juniata,24811.0
2249,Pennsylvania,Lackawanna,213006.0
2250,Pennsylvania,Lancaster,533110.0
2251,Pennsylvania,Lawrence,88528.0
2252,Pennsylvania,Lebanon,136950.0
2253,Pennsylvania,Lehigh,358792.0
2254,Pennsylvania,Luzerne,318917.0
2255,Pennsylvania,Lycoming,116313.0
2256,Pennsylvania,McKean,42609.0
2257,Pennsylvania,Mercer,114598.0
2258,Pennsylvania,Mifflin,46585.0
2259,Pennsylvania,Monroe,167126.0
2260,Pennsylvania,Montgomery,815876.0
2261,Pennsylvania,Montour,18404.0
2262,Pennsylvania,Northampton,300520.0
2263,Pennsylvania,Northumberland,93590.0
2264,Pennsylvania,Perry,45647.0
2265,Pennsylvania,Philadelphia,1559938.0
2266,Pennsylvania,Pike,56210.0
2267,Pennsylvania,Potter,17239.0
2268,Pennsylvania,Schuylkill,145503.0
2269,Pennsylvania,Snyder,40246.0
2270,Pennsylvania,Somerset,76201.0
2271,Pennsylvania,Sullivan,6302.0
2272,Pennsylvania,Susquehanna,41832.0
2273,Pennsylvania,Tioga,42031.0
2274,Pennsylvania,Union,45178.0
2275,Pennsylvania,Venango,53460.0
2276,Pennsylvania,Warren,40649.0
2277,Pennsylvania,Washington,208269.0
2278,Pennsylvania,Wayne,51307.0
2279,Pennsylvania,Westmoreland,359377.0
2280,Pennsylvania,Wyoming,27975.0
2281,Pennsylvania,York,440604.0
2282,Rhode Island,Bristol,49228.0
2283,Rhode Island,Kent,164886.0
2284,Rhode Island,Newport,82714.0
2285,Rhode Island,Providence,631344.0
2286,Rhode Island,Washington,126319.0
2287,South Carolina,Abbeville,24951.0
2288,South Carolina,Aiken,165146.0
2289,South Carolina,Allendale,9589.0
2290,South Carolina,Anderson,192709.0
2291,South Carolina,Bamberg,15057.0
2292,South Carolina,Barnwell,21917.0
2293,South Carolina,Beaufort,175316.0
2294,South Carolina,Berkeley,199081.0
2295,South Carolina,Calhoun,14886.0
2296,South Carolina,Charleston,380673.0
2297,South Carolina,Cherokee,56274.0
2298,South Carolina,Chester,32435.0
2299,South Carolina,Chesterfield,46083.0
2300,South Carolina,Clarendon,34056.0
2301,South Carolina,Colleton,37884.0
2302,South Carolina,Darlington,67689.0
2303,South Carolina,Dillon,31273.0
2304,South Carolina,Dorchester,148517.0
2305,South Carolina,Edgefield,26388.0
2306,South Carolina,Fairfield,23025.0
2307,South Carolina,Florence,138575.0
2308,South Carolina,Georgetown,60804.0
2309,South Carolina,Greenville,482191.0
2310,South Carolina,Greenwood,69881.0
2311,South Carolina,Hampton,20296.0
2312,South Carolina,Horry,300418.0
2313,South Carolina,Jasper,27186.0
2314,South Carolina,Kershaw,63090.0
2315,South Carolina,Lancaster,83704.0
2316,South Carolina,Laurens,66442.0
2317,South Carolina,Lee,18189.0
2318,South Carolina,Lexington,277702.0
2319,South Carolina,McCormick,9806.0
2320,South Carolina,Marion,31975.0
2321,South Carolina,Marlboro,27702.0
2322,South Carolina,Newberry,37750.0
2323,South Carolina,Oconee,75375.0
2324,South Carolina,Orangeburg,89731.0
2325,South Carolina,Pickens,120722.0
2326,South Carolina,Richland,401743.0
2327,South Carolina,Saluda,20113.0
2328,South Carolina,Spartanburg,294229.0
2329,South Carolina,Sumter,107682.0
2330,South Carolina,Union,27928.0
2331,South Carolina,Williamsburg,32816.0
2332,South Carolina,York,245606.0
2333,South Dakota,Aurora,2732.0
2334,South Dakota,Beadle,18155.0
2335,South Dakota,Bennett,3445.0
2336,South Dakota,Bon Homme,7001.0
2337,South Dakota,Brookings,33435.0
2338,South Dakota,Brown,38430.0
2339,South Dakota,Brule,5312.0
2340,South Dakota,Buffalo,2052.0
2341,South Dakota,Butte,10268.0
2342,South Dakota,Campbell,1553.0
2343,South Dakota,Charles Mix,9277.0
2344,South Dakota,Clark,3639.0
2345,South Dakota,Clay,14029.0
2346,South Dakota,Codington,27886.0
2347,South Dakota,Corson,4170.0
2348,South Dakota,Custer,8447.0
2349,South Dakota,Davison,19824.0
2350,South Dakota,Day,5588.0
2351,South Dakota,Deuel,4309.0
2352,South Dakota,Dewey,5652.0
2353,South Dakota,Douglas,2961.0
2354,South Dakota,Edmunds,4000.0
2355,South Dakota,Fall River,6874.0
2356,South Dakota,Faulk,2354.0
2357,South Dakota,Grant,7195.0
2358,South Dakota,Gregory,4217.0
2359,South Dakota,Haakon,2073.0
2360,South Dakota,Hamlin,5995.0
2361,South Dakota,Hand,3311.0
2362,South Dakota,Hanson,3390.0
2363,South Dakota,Harding,1277.0
2364,South Dakota,Hughes,17518.0
2365,South Dakota,Hutchinson,7264.0
2366,South Dakota,Hyde,1440.0
2367,South Dakota,Jackson,3268.0
2368,South Dakota,Jerauld,2029.0
2369,South Dakota,Jones,767.0
2370,South Dakota,Kingsbury,5070.0
2371,South Dakota,Lake,12331.0
2372,South Dakota,Lawrence,24859.0
2373,South Dakota,Lincoln,51396.0
2374,South Dakota,Lyman,3855.0
2375,South Dakota,McCook,5616.0
2376,South Dakota,McPherson,2252.0
2377,South Dakota,Marshall,4743.0
2378,South Dakota,Meade,26840.0
2379,South Dakota,Mellette,2083.0
2380,South Dakota,Miner,2299.0
2381,South Dakota,Minnehaha,182014.0
2382,South Dakota,Moody,6445.0
2383,South Dakota,Pennington,107298.0
2384,South Dakota,Perkins,3019.0
2385,South Dakota,Potter,2306.0
2386,South Dakota,Roberts,10294.0
2387,South Dakota,Sanborn,2349.0
2389,South Dakota,Spink,6539.0
2390,South Dakota,Stanley,2964.0
2391,South Dakota,Sully,1456.0
2392,South Dakota,Todd,10019.0
2393,South Dakota,Tripp,5475.0
2394,South Dakota,Turner,8289.0
2395,South Dakota,Union,14842.0
2396,South Dakota,Walworth,5538.0
2397,South Dakota,Yankton,22649.0
2398,South Dakota,Ziebach,2818.0
2399,Tennessee,Anderson,75545.0
2400,Tennessee,Bedford,46331.0
2401,Tennessee,Benton,16173.0
2402,Tennessee,Bledsoe,14073.0
2403,Tennessee,Blount,126192.0
2404,Tennessee,Bradley,102860.0
2405,Tennessee,Campbell,40008.0
2406,Tennessee,Cannon,13855.0
2407,Tennessee,Carroll,28417.0
2408,Tennessee,Carter,56707.0
2409,Tennessee,Cheatham,39575.0
2410,Tennessee,Chester,17355.0
2411,Tennessee,Claiborne,31701.0
2412,Tennessee,Clay,7769.0
2413,Tennessee,Cocke,35256.0
2414,Tennessee,Coffee,53808.0
2415,Tennessee,Crockett,14558.0
2416,Tennessee,Cumberland,57895.0
2417,Tennessee,Davidson,667885.0
2418,Tennessee,Decatur,11703.0
2419,Tennessee,DeKalb,19159.0
2420,Tennessee,Dickson,50926.0
2421,Tennessee,Dyer,37970.0
2422,Tennessee,Fayette,39071.0
2423,Tennessee,Fentress,17936.0
2424,Tennessee,Franklin,41348.0
2425,Tennessee,Gibson,49511.0
2426,Tennessee,Giles,29034.0
2427,Tennessee,Grainger,22813.0
2428,Tennessee,Greene,68502.0
2429,Tennessee,Grundy,13494.0
2430,Tennessee,Hamblen,63203.0
2431,Tennessee,Hamilton,351305.0
2432,Tennessee,Hancock,6609.0
2433,Tennessee,Hardeman,25975.0
2434,Tennessee,Hardin,25839.0
2435,Tennessee,Hawkins,56567.0
2436,Tennessee,Haywood,18129.0
2437,Tennessee,Henderson,27952.0
2438,Tennessee,Henry,32291.0
2439,Tennessee,Hickman,24251.0
2440,Tennessee,Houston,8234.0
2441,Tennessee,Humphreys,18216.0
2442,Tennessee,Jackson,11526.0
2443,Tennessee,Jefferson,52851.0
2444,Tennessee,Johnson,17923.0
2445,Tennessee,Knox,448164.0
2446,Tennessee,Lake,7643.0
2447,Tennessee,Lauderdale,27261.0
2448,Tennessee,Lawrence,42406.0
2449,Tennessee,Lewis,11907.0
2450,Tennessee,Lincoln,33582.0
2451,Tennessee,Loudon,50637.0
2452,Tennessee,McMinn,52606.0
2453,Tennessee,McNairy,26057.0
2454,Tennessee,Macon,22924.0
2455,Tennessee,Madison,98128.0
2456,Tennessee,Marion,28363.0
2457,Tennessee,Marshall,31335.0
2458,Tennessee,Maury,85767.0
2459,Tennessee,Meigs,11804.0
2460,Tennessee,Monroe,45482.0
2461,Tennessee,Montgomery,189709.0
2462,Tennessee,Moore,6314.0
2463,Tennessee,Morgan,21688.0
2464,Tennessee,Obion,30900.0
2465,Tennessee,Overton,22090.0
2466,Tennessee,Perry,7891.0
2467,Tennessee,Pickett,5096.0
2468,Tennessee,Polk,16697.0
2469,Tennessee,Putnam,74652.0
2470,Tennessee,Rhea,32461.0
2471,Tennessee,Roane,52983.0
2472,Tennessee,Robertson,67905.0
2473,Tennessee,Rutherford,290289.0
2474,Tennessee,Scott,22029.0
2475,Tennessee,Sequatchie,14710.0
2476,Tennessee,Sevier,94537.0
2477,Tennessee,Shelby,936990.0
2478,Tennessee,Smith,19176.0
2479,Tennessee,Stewart,13257.0
2480,Tennessee,Sullivan,156644.0
2481,Tennessee,Sumner,172786.0
2482,Tennessee,Tipton,61558.0
2483,Tennessee,Trousdale,7970.0
2484,Tennessee,Unicoi,17945.0
2485,Tennessee,Union,19081.0
2486,Tennessee,Van Buren,5641.0
2487,Tennessee,Warren,40099.0
2488,Tennessee,Washington,126044.0
2489,Tennessee,Wayne,16842.0
2490,Tennessee,Weakley,34024.0
2491,Tennessee,White,26373.0
2492,Tennessee,Williamson,205645.0
2493,Tennessee,Wilson,125616.0
2494,Texas,Anderson,57772.0
2495,Texas,Andrews,17215.0
2496,Texas,Angelina,87657.0
2497,Texas,Aransas,24729.0
2498,Texas,Archer,8750.0
2499,Texas,Armstrong,1913.0
2500,Texas,Atascosa,47710.0
2501,Texas,Austin,29107.0
2502,Texas,Bailey,7131.0
2503,Texas,Bandera,21015.0
2504,Texas,Bastrop,78286.0
2505,Texas,Baylor,3639.0
2506,Texas,Bee,32706.0
2507,Texas,Bell,330859.0
2508,Texas,Bexar,1858699.0
2509,Texas,Blanco,10918.0
2510,Texas,Borden,698.0
2511,Texas,Bosque,17953.0
2512,Texas,Bowie,93483.0
2513,Texas,Brazoria,338419.0
2514,Texas,Brazos,209896.0
2515,Texas,Brewster,9188.0
2516,Texas,Briscoe,1672.0
2517,Texas,Brooks,7217.0
2518,Texas,Brown,37935.0
2519,Texas,Burleson,17417.0
2520,Texas,Burnet,44584.0
2521,Texas,Caldwell,39848.0
2522,Texas,Calhoun,21805.0
2523,Texas,Callahan,13596.0
2524,Texas,Cameron,418785.0
2525,Texas,Camp,12631.0
2526,Texas,Carson,6027.0
2527,Texas,Cass,30346.0
2528,Texas,Castro,7875.0
2529,Texas,Chambers,38072.0
2530,Texas,Cherokee,51257.0
2531,Texas,Childress,7059.0
2532,Texas,Clay,10367.0
2533,Texas,Cochran,2955.0
2534,Texas,Coke,3228.0
2535,Texas,Coleman,8476.0
2536,Texas,Collin,886633.0
2537,Texas,Collingsworth,3032.0
2538,Texas,Colorado,20792.0
2539,Texas,Comal,124234.0
2540,Texas,Comanche,13506.0
2541,Texas,Concho,4142.0
2542,Texas,Cooke,38878.0
2543,Texas,Coryell,75710.0
2544,Texas,Cottle,1560.0
2545,Texas,Crane,4823.0
2546,Texas,Crockett,3836.0
2547,Texas,Crosby,5987.0
2548,Texas,Culberson,2259.0
2549,Texas,Dallam,7052.0
2550,Texas,Dallas,2513054.0
2551,Texas,Dawson,13317.0
2552,Texas,Deaf Smith,19039.0
2553,Texas,Delta,5226.0
2554,Texas,Denton,754650.0
2555,Texas,Dewitt,20660.0
2556,Texas,Dickens,2237.0
2557,Texas,Dimmit,10842.0
2558,Texas,Donley,3506.0
2559,Texas,Duval,11510.0
2560,Texas,Eastland,18252.0
2561,Texas,Ector,153177.0
2562,Texas,Edwards,2028.0
2563,Texas,Ellis,160225.0
2564,Texas,El Paso,833592.0
2565,Texas,Erath,40641.0
2566,Texas,Falls,17265.0
2567,Texas,Fannin,33757.0
2568,Texas,Fayette,24909.0
2569,Texas,Fisher,3847.0
2570,Texas,Floyd,6088.0
2571,Texas,Foard,1320.0
2572,Texas,Fort Bend,683756.0
2573,Texas,Franklin,10571.0
2574,Texas,Freestone,19585.0
2575,Texas,Frio,18542.0
2576,Texas,Gaines,19485.0
2577,Texas,Galveston,314485.0
2578,Texas,Garza,6614.0
2579,Texas,Gillespie,25732.0
2580,Texas,Glasscock,1253.0
2581,Texas,Goliad,7463.0
2582,Texas,Gonzales,20370.0
2583,Texas,Gray,23028.0
2584,Texas,Grayson,124231.0
2585,Texas,Gregg,123283.0
2586,Texas,Grimes,27140.0
2587,Texas,Guadalupe,147313.0
2588,Texas,Hale,35007.0
2589,Texas,Hall,3162.0
2590,Texas,Hamilton,8232.0
2591,Texas,Hansford,5552.0
2592,Texas,Hardeman,3952.0
2593,Texas,Hardin,55624.0
2594,Texas,Harris,4434257.0
2595,Texas,Harrison,66431.0
2596,Texas,Hartley,5966.0
2597,Texas,Haskell,5812.0
2598,Texas,Hays,185686.0
2599,Texas,Hemphill,4151.0
2600,Texas,Henderson,79213.0
2601,Texas,Hidalgo,828334.0
2602,Texas,Hill,34901.0
2603,Texas,Hockley,23377.0
2604,Texas,Hood,54217.0
2605,Texas,Hopkins,35844.0
2606,Texas,Houston,22802.0
2607,Texas,Howard,36423.0
2608,Texas,Hudspeth,3481.0
2609,Texas,Hunt,89068.0
2610,Texas,Hutchinson,21782.0
2611,Texas,Irion,1631.0
2612,Texas,Jack,8866.0
2613,Texas,Jackson,14678.0
2614,Texas,Jasper,35640.0
2615,Texas,Jeff Davis,2221.0
2616,Texas,Jefferson,252993.0
2617,Texas,Jim Hogg,5218.0
2618,Texas,Jim Wells,41486.0
2619,Texas,Johnson,157544.0
2620,Texas,Jones,19944.0
2621,Texas,Karnes,14984.0
2622,Texas,Kaufman,111830.0
2623,Texas,Kendall,39010.0
2624,Texas,Kenedy,558.0
2625,Texas,Kent,667.0
2626,Texas,Kerr,50505.0
2627,Texas,Kimble,4453.0
2628,Texas,King,274.0
2629,Texas,Kinney,3578.0
2630,Texas,Kleberg,31877.0
2631,Texas,Knox,3807.0
2632,Texas,Lamar,49626.0
2633,Texas,Lamb,13561.0
2634,Texas,Lampasas,20357.0
2635,Texas,La Salle,7319.0
2636,Texas,Lavaca,19654.0
2637,Texas,Lee,16754.0
2638,Texas,Leon,16923.0
2639,Texas,Liberty,78598.0
2640,Texas,Limestone,23469.0
2641,Texas,Lipscomb,3507.0
2642,Texas,Live Oak,11976.0
2643,Texas,Llano,19624.0
2644,Texas,Loving,76.0
2645,Texas,Lubbock,294682.0
2646,Texas,Lynn,5723.0
2647,Texas,McCulloch,8242.0
2648,Texas,McLennan,243394.0
2649,Texas,McMullen,671.0
2650,Texas,Madison,13843.0
2651,Texas,Marion,10191.0
2652,Texas,Martin,5451.0
2653,Texas,Mason,4064.0
2654,Texas,Matagorda,36719.0
2655,Texas,Maverick,56830.0
2656,Texas,Medina,47920.0
2657,Texas,Menard,2163.0
2658,Texas,Midland,155817.0
2659,Texas,Milam,24372.0
2660,Texas,Mills,4871.0
2661,Texas,Mitchell,8995.0
2662,Texas,Montague,19384.0
2663,Texas,Montgomery,518849.0
2664,Texas,Moore,22186.0
2665,Texas,Morris,12653.0
2666,Texas,Motley,1022.0
2667,Texas,Nacogdoches,65556.0
2668,Texas,Navarro,48177.0
2669,Texas,Newton,14138.0
2670,Texas,Nolan,15017.0
2671,Texas,Nueces,355667.0
2672,Texas,Ochiltree,10577.0
2673,Texas,Oldham,2069.0
2674,Texas,Orange,83751.0
2675,Texas,Palo Pinto,27922.0
2676,Texas,Panola,23771.0
2677,Texas,Parker,123601.0
2678,Texas,Parmer,9921.0
2679,Texas,Pecos,15826.0
2680,Texas,Polk,46583.0
2681,Texas,Potter,121883.0
2682,Texas,Presidio,7144.0
2683,Texas,Rains,11087.0
2684,Texas,Randall,128603.0
2685,Texas,Reagan,3625.0
2686,Texas,Real,3348.0
2687,Texas,Red River,12455.0
2688,Texas,Reeves,14438.0
2689,Texas,Refugio,7315.0
2690,Texas,Roberts,939.0
2691,Texas,Robertson,16537.0
2692,Texas,Rockwall,88010.0
2693,Texas,Runnels,10411.0
2694,Texas,Rusk,53197.0
2695,Texas,Sabine,10367.0
2696,Texas,San Augustine,8556.0
2697,Texas,San Jacinto,27172.0
2698,Texas,San Patricio,66706.0
2699,Texas,San Saba,5881.0
2700,Texas,Schleicher,3171.0
2701,Texas,Scurry,17314.0
2702,Texas,Shackelford,3323.0
2703,Texas,Shelby,25705.0
2704,Texas,Sherman,3069.0
2705,Texas,Smith,219745.0
2706,Texas,Somervell,8673.0
2707,Texas,Starr,63008.0
2708,Texas,Stephens,9787.0
2709,Texas,Sterling,1233.0
2710,Texas,Stonewall,1233.0
2711,Texas,Sutton,3936.0
2712,Texas,Swisher,7639.0
2713,Texas,Tarrant,1947529.0
2714,Texas,Taylor,135234.0
2715,Texas,Terrell,778.0
2716,Texas,Terry,12724.0
2717,Texas,Throckmorton,1520.0
2718,Texas,Titus,32592.0
2719,Texas,Tom Green,116264.0
2720,Texas,Travis,1148176.0
2721,Texas,Trinity,14360.0
2722,Texas,Tyler,21371.0
2723,Texas,Upshur,40295.0
2724,Texas,Upton,3475.0
2725,Texas,Uvalde,27055.0
2726,Texas,Val Verde,48862.0
2727,Texas,Van Zandt,53070.0
2728,Texas,Victoria,90989.0
2729,Texas,Walker,69926.0
2730,Texas,Waller,47049.0
2731,Texas,Ward,11396.0
2732,Texas,Washington,34544.0
2733,Texas,Webb,266006.0
2734,Texas,Wharton,41377.0
2735,Texas,Wheeler,5642.0
2736,Texas,Wichita,132148.0
2737,Texas,Wilbarger,13061.0
2738,Texas,Willacy,21944.0
2739,Texas,Williamson,490619.0
2740,Texas,Wilson,46444.0
2741,Texas,Winkler,7723.0
2742,Texas,Wise,62089.0
2743,Texas,Wood,43198.0
2744,Texas,Yoakum,8316.0
2745,Texas,Young,18275.0
2746,Texas,Zapata,14335.0
2747,Texas,Zavala,12107.0
2748,Utah,Beaver,6437.0
2749,Utah,Box Elder,51528.0
2750,Utah,Cache,118824.0
2751,Utah,Carbon,20733.0
2752,Utah,Daggett,751.0
2753,Utah,Davis,329292.0
2754,Utah,Duchesne,20078.0
2755,Utah,Emery,10570.0
2756,Utah,Garfield,5020.0
2757,Utah,Grand,9428.0
2758,Utah,Iron,47751.0
2759,Utah,Juab,10507.0
2760,Utah,Kane,7216.0
2761,Utah,Millard,12604.0
2762,Utah,Morgan,10645.0
2763,Utah,Piute,1859.0
2764,Utah,Rich,2284.0
2765,Utah,Salt Lake,1092518.0
2766,Utah,San Juan,15540.0
2767,Utah,Sanpete,28551.0
2768,Utah,Sevier,20913.0
2769,Utah,Summit,39009.0
2770,Utah,Tooele,61986.0
2771,Utah,Uintah,36308.0
2772,Utah,Utah,564177.0
2773,Utah,Wasatch,27895.0
2774,Utah,Washington,151959.0
2775,Utah,Wayne,2716.0
2776,Utah,Weber,241328.0
2777,Vermont,Addison,36926.0
2778,Vermont,Bennington,36503.0
2779,Vermont,Caledonia,30859.0
2780,Vermont,Chittenden,160510.0
2781,Vermont,Essex,6173.0
2782,Vermont,Franklin,48625.0
2783,Vermont,Grand Isle,6945.0
2784,Vermont,Lamoille,25136.0
2785,Vermont,Orange,28897.0
2786,Vermont,Orleans,27076.0
2787,Vermont,Rutland,60133.0
2788,Vermont,Washington,58963.0
2789,Vermont,Windham,43609.0
2790,Vermont,Windsor,55894.0
2791,Virginia,Accomack,33060.0
2792,Virginia,Albemarle,104287.0
2793,Virginia,Alleghany,15919.0
2794,Virginia,Amelia,12793.0
2795,Virginia,Amherst,31999.0
2796,Virginia,Appomattox,15314.0
2797,Virginia,Arlington,226092.0
2798,Virginia,Augusta,74330.0
2799,Virginia,Bath,4558.0
2800,Virginia,Bedford,76933.0
2801,Virginia,Bland,6612.0
2802,Virginia,Botetourt,33192.0
2803,Virginia,Brunswick,16573.0
